Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,355.9151
FDE24,OUT019,453.70245
FDK50,OUT049,3328.311
FDG31,OUT045,960.82184
FDC60,OUT045,2085.772
FDL36,OUT013,1309.6324
FDP21,OUT013,3082.3833
FDW16,OUT045,1382.9535
FDX02,OUT017,4234.2163
FDQ58,OUT027,3666.9983
FDT51,OUT046,1643.0074
FDD59,OUT049,1429.921
NCM42,OUT018,1656.1038
FDA57,OUT018,547.99744
FDZ48,OUT035,1413.7147
FDE46,OUT045,1837.9392
NCZ30,OUT019,227.91095
FDB56,OUT017,3022.2517
FDA25,OUT027,2862.4854
FDD20,OUT013,2453.7336
FDL25,OUT013,730.5604
NCO18,OUT049,3272.5151
FDJ45,OUT017,758.54004
FDR12,OUT035,3245.8645
NCF19,OUT010,108.287926
FDK25,OUT046,3401.9492
NCR17,OUT046,1828.1671
FDC52,OUT046,1798.5658
NCA54,OUT017,3478.6775
FDR45,OUT010,727.83716
NCM19,OUT049,1798.7097
FDF39,OUT027,5512.019
FDX23,OUT049,1415.7195
FDD58,OUT027,2060.6472
FDX28,OUT013,1583.9019
NCD31,OUT013,2897.2732
FDU57,OUT018,2478.7239
FDI27,OUT046,748.3548
NCM42,OUT046,1815.2878
FDD32,OUT027,1990.6299
FDI34,OUT013,3385.059
NCM29,OUT049,2285.0173
FDG46,OUT018,1864.2064
DRC01,OUT010,-49.219753
FDB15,OUT027,4789.725
NCA17,OUT027,3802.3738
FDF10,OUT046,2013.8561
FDR26,OUT027,3719.964
FDI02,OUT049,1630.2891
NCM54,OUT010,566.20996
FDF14,OUT013,2222.1113
FDJ33,OUT010,162.80704
FDM20,OUT035,5153.325
FDC03,OUT027,5592.311
NCX05,OUT046,1779.2308
NCM41,OUT027,2489.558
NCU29,OUT010,-443.47864
FDQ59,OUT017,1301.4353
FDH46,OUT010,307.09705
FDH09,OUT013,712.4177
NCD06,OUT045,702.24084
FDC15,OUT035,2254.9568
DRD37,OUT027,892.9991
FDT28,OUT027,3698.7012
FDR28,OUT027,3583.8943
FDT38,OUT017,952.6096
FDV34,OUT027,1789.2141
FDY52,OUT035,1137.3239
FDB34,OUT013,1508.6622
DRL23,OUT018,1223.0778
DRB24,OUT046,1933.6263
FDJ50,OUT046,917.92426
FDQ49,OUT035,2101.9417
FDP20,OUT035,1941.5
FDV19,OUT027,4187.53
NCR54,OUT045,2793.0813
FDO09,OUT010,-1.2273064
FDS57,OUT018,1621.7235
FDN10,OUT049,1864.3789
FDV23,OUT049,2087.268
FDY28,OUT049,3666.1978
DRG51,OUT013,2905.4663
FDD45,OUT019,253.82681
NCL18,OUT027,4932.3564
NCM29,OUT013,2403.6384
FDF17,OUT027,5720.616
FDE22,OUT017,3235.717
FDQ22,OUT017,535.38776
FDS01,OUT013,2819.4324
FDW35,OUT027,755.45355
FDJ33,OUT046,2104.8884
NCF54,OUT035,3171.1577
FDE09,OUT013,1454.3695
NCE06,OUT045,2094.7876
DRH49,OUT049,1393.8921
FDY43,OUT045,2744.184
NCT05,OUT017,3887.833
FDZ34,OUT045,4093.6152
FDL38,OUT017,1542.6359
FDZ31,OUT017,3210.1228
FDR14,OUT035,697.33276
NCN54,OUT049,1434.6733
NCC42,OUT027,3850.1567
FDK08,OUT017,1641.1533
FDP59,OUT013,1790.1267
FDV22,OUT035,3225.6833
FDD33,OUT035,3204.827
DRE60,OUT027,8433.509
FDK52,OUT046,4343.44
FDA02,OUT017,2463.0188
FDM56,OUT049,1506.0203
FDE57,OUT035,2321.0176
FDM32,OUT045,1154.4661
NCQ30,OUT027,3050.2908
FDQ27,OUT027,2646.1514
FDT60,OUT027,3219.7698
FDU43,OUT049,4251.3364
NCO55,OUT035,1825.72
FDG02,OUT045,2771.6318
FDJ28,OUT013,2715.9285
FDP40,OUT045,1566.5305
FDJ38,OUT045,2775.3406
NCC54,OUT017,4000.8809
NCZ41,OUT046,1873.2374
FDK38,OUT019,228.36725
FDU52,OUT013,1928.0197
FDC40,OUT046,1053.0393
NCR30,OUT017,1042.849
NCN18,OUT017,1822.513
FDB50,OUT035,1518.9213
FDG04,OUT013,3557.9216
FDR26,OUT035,2173.7566
NCT17,OUT018,3051.093
FDX35,OUT027,6589.446
FDS12,OUT046,2201.9326
NCZ29,OUT027,3471.4866
FDB38,OUT010,398.56342
FDP12,OUT013,525.44
FDP22,OUT046,703.1693
FDS26,OUT018,3269.9934
FDR52,OUT046,2853.4421
DRJ13,OUT046,2306.5557
FDU48,OUT027,3428.4036
FDE29,OUT035,967.8401
NCT29,OUT049,1804.6389
DRK37,OUT018,4682.253
FDK55,OUT046,1081.4519
FDR07,OUT046,1197.2148
FDO21,OUT027,5764.6797
FDK46,OUT049,5619.772
FDB12,OUT045,1676.5106
FDT31,OUT027,5032.101
FDJ33,OUT045,2029.6094
FDC26,OUT027,3321.0452
NCQ02,OUT045,2558.2695
FDP08,OUT010,593.87006
FDB11,OUT027,3307.6206
FDV55,OUT013,2624.6877
FDW20,OUT049,1821.0485
NCJ18,OUT019,335.38058
FDC41,OUT018,915.9854
FDE14,OUT027,1995.6073
FDG35,OUT013,3118.3115
FDF45,OUT035,1121.9092
FDS19,OUT027,2130.615
FDS58,OUT019,542.6421
FDA26,OUT017,5493.69
FDM32,OUT049,1235.7914
FDL45,OUT046,2271.5757
FDZ55,OUT049,2475.699
FDY37,OUT049,2283.3542
FDO46,OUT046,2128.282
FDQ60,OUT046,1623.5505
FDA19,OUT018,1708.8158
FDL15,OUT046,2365.7427
FDM10,OUT018,2508.9543
NCL05,OUT017,746.59235
DRK49,OUT010,184.52766
NCE18,OUT027,7885.4927
FDG40,OUT049,456.98486
DRI59,OUT045,4579.3994
FDK28,OUT035,5364.8413
NCD06,OUT019,125.915016
FDO11,OUT019,715.63214
FDK27,OUT046,1850.7904
FDT43,OUT027,1572.8097
FDD38,OUT018,1146.396
FDA16,OUT049,4667.4087
FDL14,OUT027,3000.0715
NCM17,OUT049,537.6763
FDD20,OUT045,2089.3928
FDA40,OUT045,1508.6143
FDL43,OUT045,1263.8833
FDV15,OUT045,1872.8234
FDE52,OUT046,1393.9912
NCL17,OUT010,233.16025
NCJ31,OUT045,3879.067
FDR60,OUT045,1221.9514
NCA18,OUT035,1521.3684
FDS21,OUT027,1904.6173
FDW09,OUT035,1457.4652
FDL26,OUT035,3009.8474
FDS47,OUT018,1316.1068
FDC39,OUT046,3296.3389
FDT51,OUT035,1622.1373
FDK40,OUT035,3937.3945
NCG19,OUT045,3021.7476
FDZ07,OUT046,798.5325
FDF08,OUT027,2654.43
FDO04,OUT013,726.9837
FDK41,OUT018,1042.7585
FDP15,OUT049,5994.966
NCD43,OUT018,1495.2374
NCP18,OUT013,2188.7195
FDZ51,OUT046,1540.3531
DRH13,OUT035,1386.0917
FDF38,OUT045,519.56903
NCI43,OUT045,557.10077
FDM38,OUT027,2091.7507
FDS03,OUT013,1398.3254
DRJ47,OUT017,3028.477
FDT50,OUT010,144.79944
FDV02,OUT046,2795.7183
NCG18,OUT017,1725.1714
FDW52,OUT046,3042.4446
FDS40,OUT035,586.9047
FDN31,OUT017,2704.9907
FDA37,OUT045,1988.7174
FDA15,OUT046,4048.18
FDL39,OUT046,2307.8281
FDJ53,OUT045,1719.0804
FDX22,OUT013,3645.9897
NCZ42,OUT045,3930.926
FDD56,OUT027,4189.7783
FDD40,OUT017,3288.5159
FDS50,OUT013,4445.144
NCN14,OUT013,3341.8335
FDT15,OUT013,2528.9192
NCS18,OUT027,2605.0923
NCO26,OUT010,275.0958
FDF58,OUT018,695.9127
NCB19,OUT013,1381.0675
FDH26,OUT017,2671.446
DRB24,OUT027,4169.733
FDA49,OUT018,934.0597
FDB32,OUT045,1736.0918
FDI36,OUT017,3041.8015
NCA17,OUT010,460.67712
FDH22,OUT013,1970.2316
NCM26,OUT018,1905.0612
FDT15,OUT027,5615.4565
FDB16,OUT018,1030.311
NCP54,OUT027,3108.6763
FDJ36,OUT013,1715.3967
FDO28,OUT045,1062.2205
FDU09,OUT013,900.23175
FDF29,OUT017,2130.5488
FDY08,OUT013,2523.281
DRJ59,OUT018,210.05841
FDT23,OUT027,2218.0251
FDU15,OUT018,458.26273
FDT47,OUT013,1955.933
FDI53,OUT019,695.40466
FDR59,OUT018,2384.7786
FDD53,OUT035,396.64188
FDY51,OUT017,3124.6345
FDT04,OUT049,579.8315
FDU51,OUT049,4088.5098
FDG14,OUT035,2562.1865
NCU06,OUT045,4865.9326
DRG25,OUT046,2013.2405
DRH49,OUT035,1129.8646
FDN15,OUT035,2586.8513
FDL43,OUT018,978.50867
NCT18,OUT049,4195.012
NCB31,OUT013,3162.8374
FDK57,OUT035,1787.9869
FDY04,OUT019,243.28726
NCP54,OUT046,1903.9165
FDF41,OUT013,2379.8782
FDM01,OUT045,1541.978
FDW03,OUT045,2348.7524
FDF28,OUT045,2027.7017
FDY37,OUT017,2375.1897
FDQ03,OUT017,3146.999
FDP51,OUT027,2758.1118
FDJ40,OUT017,1732.5576
FDC32,OUT049,1309.95
DRI49,OUT027,2299.5564
NCW54,OUT017,1189.7059
FDF09,OUT017,632.36285
FDP45,OUT018,2003.0729
DRJ23,OUT018,3308.842
FDS59,OUT017,2040.2507
FDY08,OUT046,2280.1853
FDX16,OUT049,2616.3545
FDY16,OUT018,2699.219
FDK32,OUT035,2577.8215
FDQ22,OUT013,539.5727
NCC31,OUT018,2995.2214
FDG58,OUT049,2889.1306
DRF48,OUT013,2814.6052
DRH36,OUT049,1141.5518
NCR30,OUT035,979.41437
FDB03,OUT019,133.80515
FDZ28,OUT027,3961.996
FDR35,OUT017,2117.9268
DRD15,OUT027,6546.477
FDJ33,OUT019,361.83823
FDA56,OUT010,352.5261
FDP56,OUT046,869.5664
NCT30,OUT046,753.46906
FDK15,OUT017,1542.0201
FDH44,OUT018,1784.6422
FDV01,OUT013,2252.4673
DRG03,OUT017,2217.2854
FDG50,OUT027,2214.401
FDR16,OUT010,251.11723
FDZ60,OUT046,1479.2238
DRG03,OUT045,2000.1526
FDS56,OUT018,3018.7136
FDU33,OUT045,851.4027
DRD27,OUT035,1556.4941
FDW22,OUT046,3286.86
DRA24,OUT045,2542.8567
FDF38,OUT049,559.814
FDX48,OUT013,2335.191
FDS58,OUT018,2653.4268
FDC32,OUT046,1169.6666
NCQ29,OUT045,3317.4524
DRK39,OUT018,1125.7646
NCS38,OUT017,2236.9385
DRO47,OUT013,1650.8822
DRG27,OUT027,1084.9198
FDC57,OUT027,6334.0874
FDS55,OUT046,2651.3533
NCJ06,OUT018,1829.5496
FDO01,OUT019,15.6663685
NCM55,OUT045,2793.0054
FDC52,OUT049,1921.7418
FDQ15,OUT045,1315.0145
NCT30,OUT027,1548.2297
NCR42,OUT027,624.62616
FDD28,OUT035,725.36053
FDQ34,OUT049,1639.053
FDZ12,OUT027,3354.6577
DRE13,OUT019,250.36693
NCN07,OUT019,558.8264
FDM28,OUT035,2861.0012
FDI10,OUT017,3457.671
FDQ25,OUT013,2210.859
FDA38,OUT010,-1222.6727
DRI13,OUT049,4735.9194
FDY20,OUT027,2572.0437
NCZ53,OUT035,3115.748
NCM31,OUT013,2354.5212
DRB01,OUT017,3590.3062
DRF37,OUT046,5012.7896
NCF42,OUT049,3178.6682
FDF16,OUT018,2442.791
FDB41,OUT013,894.19403
FDR34,OUT013,5217.183
FDR15,OUT018,1929.7261
NCV42,OUT019,231.6102
FDW51,OUT035,3804.0793
FDU36,OUT017,1663.5518
FDX60,OUT049,1367.5154
FDY03,OUT035,1941.6035
FDW55,OUT045,3390.3806
FDT01,OUT010,119.689674
FDG58,OUT013,2212.3484
FDK21,OUT017,5206.8975
NCS41,OUT019,-136.81479
FDS10,OUT045,3007.365
NCT53,OUT046,2687.986
FDJ28,OUT018,2176.3933
FDX44,OUT045,1098.4462
FDT20,OUT018,532.58215
FDO44,OUT017,1734.599
NCX17,OUT049,2281.4124
FDY01,OUT017,2191.9854
FDJ12,OUT027,6218.9736
DRK35,OUT018,689.9303
FDD47,OUT019,464.30258
NCM53,OUT035,1650.2985
FDO45,OUT013,1285.5801
NCM42,OUT010,262.1591
FDE04,OUT046,3423.0923
NCI30,OUT027,5517.5493
FDZ19,OUT013,2539.4138
FDW57,OUT013,3171.325
FDA25,OUT013,2008.6158
FDT22,OUT046,971.1498
FDP51,OUT013,2352.2253
FDD48,OUT027,3068.4458
FDY39,OUT035,4306.844
FDO48,OUT010,-232.5181
FDD23,OUT027,5328.83
DRN35,OUT027,1063.2219
FDT01,OUT035,3170.8838
FDC20,OUT010,68.0532
DRJ35,OUT035,909.52124
FDB32,OUT046,1682.5212
FDL24,OUT046,2787.7964
NCV42,OUT035,2049.709
FDZ46,OUT046,1899.5316
FDC15,OUT013,2222.265
FDD08,OUT019,-140.07956
FDY50,OUT049,1283.4194
FDD36,OUT013,1841.3406
FDG57,OUT027,1597.588
FDL21,OUT018,314.91354
FDN16,OUT027,2703.2344
FDJ09,OUT027,971.4479
FDS01,OUT010,251.58376
FDV33,OUT017,3864.1265
DRE12,OUT017,836.46576
FDR07,OUT013,1106.1421
FDP48,OUT010,739.62756
NCB55,OUT035,841.4873
FDQ08,OUT013,906.4642
FDR34,OUT035,4772.6934
FDO33,OUT046,2012.5669
FDP13,OUT045,865.0873
FDX12,OUT049,2902.3157
NCT06,OUT049,3528.272
FDR16,OUT019,1036.2256
FDE36,OUT046,3006.4607
FDZ36,OUT049,4221.899
FDV13,OUT045,1350.0447
NCZ17,OUT035,769.04706
FDU56,OUT045,3447.4524
FDM09,OUT035,2603.191
FDV02,OUT017,3113.3276
FDS34,OUT018,1540.8562
FDA11,OUT049,1763.3405
FDP09,OUT017,5293.8003
FDB29,OUT027,3062.347
FDT19,OUT017,3316.1125
DRH15,OUT017,694.1144
FDY38,OUT046,3013.9656
FDF14,OUT027,3436.613
FDN48,OUT010,211.1063
FDQ12,OUT013,3156.8633
NCJ43,OUT045,2593.7942
FDE17,OUT019,308.54767
FDB05,OUT035,5210.6597
FDH10,OUT045,1478.9327
NCR06,OUT017,655.4033
FDU32,OUT018,1676.1431
FDD56,OUT049,3020.102
FDO36,OUT018,2295.7551
FDH16,OUT010,389.37308
FDX10,OUT018,267.5826
FDZ37,OUT017,1885.4661
FDU31,OUT010,324.98187
DRC49,OUT049,1979.2838
FDL15,OUT045,2429.255
FDN32,OUT019,808.3708
DRH59,OUT027,1834.924
NCU29,OUT049,2666.3079
FDR37,OUT019,486.17157
FDS14,OUT018,2377.113
FDU02,OUT027,6192.5845
FDJ08,OUT035,2885.2412
NCZ06,OUT045,2087.1833
FDO31,OUT049,1290.2506
FDH31,OUT018,1335.4456
FDS58,OUT017,2905.9814
NCA53,OUT027,1401.6487
FDF50,OUT046,2996.135
NCW42,OUT049,3205.4202
NCQ17,OUT045,2558.2393
FDK51,OUT018,4179.4946
NCW41,OUT010,441.96814
NCR29,OUT017,930.0705
FDB08,OUT019,548.1753
FDA40,OUT027,2457.4543
FDL14,OUT018,2503.887
FDB47,OUT046,3743.1707
FDO03,OUT035,4713.1245
DRK13,OUT019,351.79886
FDX13,OUT010,1609.7621
FDF52,OUT046,2749.3784
FDT11,OUT013,2246.8542
FDB08,OUT013,2378.7869
FDQ28,OUT018,2193.9036
FDD29,OUT045,3536.903
NCQ29,OUT027,5225.4634
NCO02,OUT013,835.6246
FDR56,OUT010,291.10382
NCM54,OUT049,2576.9473
FDP51,OUT035,2115.7375
FDT38,OUT013,1089.4506
FDZ20,OUT018,3377.1365
FDJ53,OUT013,1831.883
FDX13,OUT049,4224.683
FDP58,OUT035,3476.9592
NCK31,OUT019,97.18198
FDA35,OUT018,1715.2035
FDV37,OUT018,2179.3184
NCO07,OUT027,4708.5107
FDA20,OUT045,2626.6873
FDZ59,OUT035,3291.658
NCY17,OUT017,754.4857
FDQ28,OUT035,2681.5205
FDV35,OUT017,2676.8708
FDQ36,OUT013,558.45575
FDD34,OUT018,2633.7844
FDK51,OUT045,4253.8555
FDV31,OUT035,2780.3237
FDR04,OUT035,1742.6407
FDR14,OUT049,959.19385
DRC36,OUT010,460.90112
FDE39,OUT019,237.8219
FDP57,OUT049,1509.4137
FDE57,OUT046,2392.6335
NCN18,OUT046,1807.3945
NCQ05,OUT018,2609.758
FDW47,OUT035,1989.6582
FDV46,OUT035,2456.0444
NCP29,OUT045,796.2263
FDE09,OUT018,1405.7578
NCU06,OUT027,5834.7617
FDT19,OUT010,690.7709
DRF15,OUT017,1969.0615
DRI51,OUT013,2616.4382
NCX54,OUT013,1645.6858
DRE01,OUT013,3670.813
NCB07,OUT045,2895.1516
FDU50,OUT035,1642.5718
FDG40,OUT035,584.38306
FDW10,OUT018,4144.027
FDX51,OUT013,2717.2974
NCP17,OUT045,1109.443
FDP21,OUT035,3426.6228
FDL04,OUT045,1634.4825
FDV23,OUT013,1947.4624
FDF24,OUT046,1377.671
FDH56,OUT027,3461.8767
FDB51,OUT049,657.9637
FDI58,OUT027,2676.356
FDR20,OUT013,800.91705
FDC51,OUT018,1686.4302
FDB16,OUT027,2159.096
FDE40,OUT049,709.0237
NCM17,OUT035,753.28894
FDU56,OUT035,3251.8464
FDS32,OUT019,233.65881
FDX02,OUT049,4116.674
FDT39,OUT027,3191.8513
FDE35,OUT017,972.2059
NCI42,OUT019,903.02734
DRL23,OUT046,1334.9805
FDA10,OUT046,1945.2856
FDA11,OUT013,1622.3323
NCM06,OUT046,2610.2375
NCT05,OUT035,4024.677
NCQ02,OUT010,698.68243
NCY06,OUT049,2591.4297
FDY56,OUT035,4224.489
FDL02,OUT035,2779.4739
NCI06,OUT035,2677.1384
FDQ14,OUT045,2236.5227
FDQ12,OUT017,3892.6174
FDP36,OUT046,695.34735
FDK21,OUT027,7327.2715
FDO40,OUT045,2553.4739
NCK54,OUT019,39.45715
FDY09,OUT018,2112.5554
NCW30,OUT049,4304.2417
NCC55,OUT027,462.9122
FDE58,OUT018,1594.5792
FDR39,OUT013,3948.205
FDU28,OUT049,3033.4392
FDH08,OUT017,4357.6885
FDG35,OUT045,3382.0168
FDG22,OUT049,537.44806
FDC34,OUT035,2649.078
FDP15,OUT018,4159.179
FDK34,OUT010,-16.967854
FDU45,OUT035,2219.076
FDQ04,OUT027,1156.0306
FDX22,OUT018,2874.89
FDB45,OUT017,1391.3776
NCH43,OUT027,4298.932
DRE60,OUT046,3933.0913
FDD17,OUT027,6064.0864
NCM54,OUT017,2570.2441
NCH55,OUT013,1593.9594
NCT06,OUT017,3049.1538
FDA48,OUT027,5563.5894
FDY58,OUT027,6772.057
FDO25,OUT045,4016.437
FDN50,OUT045,1613.185
FDH35,OUT035,2291.1948
FDK09,OUT045,4710.9097
FDO16,OUT013,1430.8722
FDW11,OUT045,1106.0367
FDU47,OUT027,3794.3967
NCQ42,OUT010,175.65361
FDK55,OUT027,2773.2683
FDN08,OUT049,2021.3687
FDT57,OUT045,3412.9287
FDJ12,OUT018,3385.9934
DRL59,OUT017,826.3808
NCN53,OUT046,716.7006
FDO51,OUT010,105.20412
FDK56,OUT017,2740.1123
FDY12,OUT035,895.83704
FDU15,OUT035,688.756
FDQ19,OUT046,2371.8464
DRF15,OUT045,1779.1003
DRE25,OUT019,307.903
FDK57,OUT018,1484.6703
FDD33,OUT010,624.90393
FDR34,OUT027,6696.1274
FDU04,OUT045,1498.4678
FDE35,OUT019,158.61751
NCD31,OUT035,3439.621
FDJ56,OUT035,1573.4478
NCU53,OUT046,2120.685
FDD39,OUT035,4021.9858
NCU17,OUT019,280.88492
FDJ20,OUT046,1813.8309
NCW41,OUT018,2708.1804
FDL52,OUT035,849.6524
FDS39,OUT035,2385.6272
DRJ47,OUT045,2478.5361
FDP13,OUT010,338.32108
DRK39,OUT010,324.56537
FDF28,OUT010,303.25192
FDB09,OUT045,1792.4491
FDM51,OUT046,1331.1788
DRM49,OUT018,548.5909
DRF23,OUT013,1789.8256
DRH01,OUT035,3517.6392
FDH12,OUT027,2479.2954
FDA28,OUT019,420.02722
FDW37,OUT018,1147.6575
FDF02,OUT046,1526.2411
DRL37,OUT046,688.77576
NCF43,OUT046,1996.9097
FDH08,OUT010,1566.0782
FDR34,OUT019,522.44196
NCK19,OUT049,3181.2454
NCD55,OUT018,527.8815
FDT27,OUT049,3619.6797
FDQ57,OUT045,2271.0598
FDA47,OUT035,2657.1921
DRG15,OUT027,1591.8005
FDE05,OUT018,2275.9097
FDN46,OUT046,1794.3702
FDX27,OUT027,2182.3252
FDT51,OUT045,1728.7103
FDU33,OUT013,732.09045
FDJ16,OUT027,1443.2034
FDD20,OUT019,382.58774
FDT36,OUT049,657.87634
DRF15,OUT027,2937.4578
FDN52,OUT010,170.49298
FDC22,OUT027,6261.493
FDX15,OUT045,2869.9983
FDT13,OUT013,4057.3354
FDU04,OUT017,1827.8848
FDU31,OUT019,63.360622
FDW59,OUT027,2085.7207
NCO29,OUT046,2941.0842
FDL15,OUT035,2372.8542
FDI41,OUT049,2504.8005
FDQ48,OUT049,1573.9435
DRI39,OUT013,1067.7104
FDI08,OUT013,4099.835
FDC21,OUT049,1963.0515
FDF58,OUT035,933.67584
FDS08,OUT010,-508.8487
FDE47,OUT045,1986.6317
NCP18,OUT019,160.56912
NCR41,OUT013,1799.4739
FDA27,OUT013,2697.2354
FDA43,OUT035,3073.5105
FDA49,OUT045,1327.3608
NCE55,OUT018,2759.8801
DRM49,OUT027,1024.9435
FDF22,OUT027,4900.818
FDQ15,OUT018,1683.8668
NCS54,OUT017,3445.2595
NCY05,OUT013,498.20163
FDR45,OUT046,3791.9092
FDK57,OUT049,1809.2535
FDF41,OUT010,490.85394
FDV21,OUT046,2352.276
FDD51,OUT046,798.9116
FDF33,OUT046,2027.1794
FDA38,OUT046,4725.286
FDR56,OUT045,2609.6768
NCN41,OUT017,2383.1309
FDC60,OUT027,2160.591
FDB47,OUT045,3782.259
DRH01,OUT013,2964.2112
FDW08,OUT046,1648.6237
FDF38,OUT027,869.7937
FDY32,OUT017,2842.2783
FDG34,OUT049,1854.5792
FDG47,OUT019,635.6352
NCF18,OUT035,3584.3037
FDL39,OUT019,109.03563
NCH55,OUT035,1729.3099
DRJ35,OUT049,826.8205
FDS44,OUT035,4061.0378
DRE01,OUT018,3910.3726
FDY39,OUT013,3478.0496
FDY32,OUT018,2806.4578
FDR33,OUT027,3195.2722
NCP50,OUT049,1301.7468
FDZ47,OUT018,1499.0679
FDU57,OUT049,2560.981
FDY44,OUT013,3530.545
DRH59,OUT018,767.8738
FDB03,OUT027,7063.641
FDY46,OUT045,3099.5283
FDM39,OUT045,2774.24
FDY36,OUT035,1354.618
NCM55,OUT035,3811.6528
FDJ50,OUT010,397.65756
DRL60,OUT013,2118.6216
NCJ54,OUT049,2939.798
FDX59,OUT017,492.58386
FDI07,OUT013,2793.2751
DRF51,OUT010,-6.3911214
FDM14,OUT017,1408.784
FDP21,OUT045,2831.3699
FDE40,OUT035,919.7425
FDE05,OUT035,2311.5369
FDM13,OUT027,3288.8606
FDC34,OUT027,3935.5637
NCI55,OUT018,2155.01
NCE43,OUT018,2660.9417
FDW58,OUT018,1436.1016
FDG60,OUT045,3428.3655
FDV31,OUT017,2845.8652
FDR47,OUT013,2631.3723
FDM60,OUT019,204.83632
NCF06,OUT018,3152.3252
NCN26,OUT027,1845.5475
FDQ59,OUT049,1247.6814
FDF09,OUT046,635.7456
NCS06,OUT017,4573.654
FDT44,OUT046,1766.8932
FDI19,OUT017,4181.004
FDT22,OUT017,1038.0062
NCF54,OUT027,4515.803
DRG25,OUT045,2739.5251
FDB59,OUT017,2691.6675
FDQ37,OUT017,5012.889
FDP56,OUT035,775.1487
FDW44,OUT035,2828.4177
FDJ26,OUT010,391.98505
FDU43,OUT018,3600.8928
FDW33,OUT045,1405.2535
NCX53,OUT027,3529.1497
FDN56,OUT010,201.07997
DRF15,OUT049,2061.4487
FDO33,OUT017,2005.544
FDZ39,OUT010,344.9776
NCJ19,OUT017,859.8425
FDU01,OUT035,4523.172
FDT12,OUT035,4219.1226
NCM18,OUT018,653.5886
FDP19,OUT017,2309.6768
NCR42,OUT049,585.96405
FDN10,OUT046,1813.7764
FDG44,OUT017,673.226
FDQ10,OUT046,3090.4028
DRH13,OUT049,1436.0569
FDT52,OUT013,3468.1482
FDM56,OUT045,1584.5663
NCO43,OUT010,808.62067
NCV29,OUT035,3603.2761
NCF06,OUT013,3397.9392
FDO50,OUT035,1499.8171
FDT59,OUT013,4130.6074
FDX40,OUT027,892.7302
FDE50,OUT017,4164.582
FDX51,OUT017,2893.0413
NCD30,OUT018,1563.2174
FDK15,OUT013,1844.1375
FDL12,OUT045,950.8886
FDK46,OUT017,3515.4475
DRH49,OUT010,389.90668
FDQ57,OUT046,2452.8542
FDY59,OUT017,1567.449
FDO09,OUT018,3298.8887
NCG30,OUT035,2385.977
FDM09,OUT017,2489.587
NCN17,OUT027,2473.5916
NCS42,OUT013,1186.5287
FDD02,OUT019,406.52008
FDE34,OUT013,3203.5044
FDU38,OUT045,3243.682
FDB33,OUT046,2508.407
NCJ29,OUT017,1355.7806
FDZ27,OUT035,787.9615
FDI40,OUT013,1494.4744
FDG22,OUT013,178.0777
FDT51,OUT017,1809.998
FDF20,OUT018,2993.2063
FDV50,OUT035,1811.2859
FDT02,OUT049,490.01935
DRC49,OUT017,2676.6187
FDF26,OUT049,2571.02
FDV52,OUT035,1856.1462
FDX59,OUT049,579.4829
FDV25,OUT035,5764.734
FDW23,OUT027,1114.6039
FDE53,OUT018,1299.8977
FDA19,OUT017,1878.3467
FDH22,OUT046,1606.2728
NCO41,OUT013,1880.7552
FDX12,OUT017,5597.587
FDF17,OUT013,3027.674
FDS11,OUT045,3689.562
FDR51,OUT035,2915.5088
FDT49,OUT010,187.044
FDC56,OUT013,1946.293
FDR13,OUT027,3075.255
FDQ60,OUT035,2292.5432
FDN38,OUT049,4049.112
NCL29,OUT013,2649.9453
FDO13,OUT027,4450.1445
FDE26,OUT018,2245.4507
FDA31,OUT010,324.57443
FDX14,OUT035,1261.3188
FDA34,OUT045,3341.3691
FDF26,OUT013,2498.5933
FDE38,OUT045,2817.5806
DRI11,OUT046,1951.4989
FDQ60,OUT027,2830.247
FDL21,OUT027,890.43884
DRC12,OUT027,6775.326
FDC47,OUT046,4605.7427
FDE57,OUT045,2119.027
FDT14,OUT045,1884.425
NCZ53,OUT046,3319.9155
FDE28,OUT018,3698.0537
FDR19,OUT035,2725.108
NCF54,OUT019,107.817955
FDZ08,OUT046,1270.8824
NCJ05,OUT018,2753.9885
FDF59,OUT046,1685.3109
NCO05,OUT035,2112.6619
FDW24,OUT018,684.4897
NCX42,OUT018,3285.656
NCA53,OUT035,1035.0033
FDI45,OUT019,304.77225
FDG46,OUT046,2378.1714
FDM20,OUT010,-498.42596
FDW11,OUT010,210.30927
FDX08,OUT035,3277.3408
NCK17,OUT035,604.0833
FDK32,OUT018,1563.2853
NCA42,OUT035,2897.6685
DRI01,OUT035,3541.4077
NCL55,OUT049,3584.0652
DRE25,OUT018,1258.1105
FDD14,OUT017,2987.3635
FDB10,OUT046,3519.446
DRN11,OUT035,2636.2854
FDP38,OUT018,398.8766
NCA30,OUT017,2919.9094
FDT15,OUT017,3454.864
NCP55,OUT018,823.324
FDF12,OUT035,2429.9827
FDM21,OUT018,5331.2773
FDX56,OUT035,4249.81
FDF10,OUT017,2548.0276
FDT32,OUT045,2954.0413
FDM51,OUT018,1257.1672
NCR50,OUT018,2831.5618
FDI19,OUT049,3883.1777
FDX21,OUT017,1472.7334
FDR31,OUT035,2637.017
FDY02,OUT013,4779.2534
NCA29,OUT045,3011.802
NCX17,OUT046,2128.5566
FDM12,OUT045,2253.651
FDI53,OUT027,3086.5547
NCU30,OUT049,3254.4268
